,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
8666,154,田中 貢太郎,53859,青い紐,新字新仮名,,川山隆,門田裕志,公開,2012-06-11,日本怪談大全　第二巻　幽霊の館,国書刊行会,1995（平成7）年8月2日初版第1刷,1995（平成7）年8月2日初版第1刷
8717,154,田中 貢太郎,47994,牡蠣船,新字旧仮名,,川山隆,門田裕志,公開,2009-09-13,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
8718,154,田中 貢太郎,53860,牡蠣船,新字新仮名,,川山隆,門田裕志,公開,2012-05-07,日本怪談大全　第一巻　女怪の館,国書刊行会,1995（平成7）年7月10日初版第1刷,1995（平成7）年7月10日初版第1刷
8724,154,田中 貢太郎,47996,蟇の血,新字旧仮名,,川山隆,門田裕志,公開,2009-09-13,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
8725,154,田中 貢太郎,1615,蟇の血,新字新仮名,,深町丈たろう,小林繁雄,公開,2002-12-29,日本怪談大全　第一巻　女怪の館,国書刊行会,1995（平成7）年7月10日初版第1刷,
8787,154,田中 貢太郎,53861,水郷異聞,新字新仮名,,川山隆,門田裕志,公開,2012-07-10,日本怪談大全　第二巻　幽霊の館,国書刊行会,1995（平成7）年8月2日初版第1刷,1995（平成7）年8月2日初版第1刷
8788,154,田中 貢太郎,47999,水郷異聞,新字旧仮名,,川山隆,門田裕志,公開,2009-09-16,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
8804,154,田中 貢太郎,48000,雑木林の中,新字旧仮名,,川山隆,門田裕志,公開,2009-09-16,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
8805,154,田中 貢太郎,53862,雑木林の中,新字新仮名,,川山隆,門田裕志,公開,2012-06-06,日本怪談大全　第一巻　女怪の館,国書刊行会,1995（平成7）年7月10日初版第1刷,1995（平成7）年7月10日初版第1刷
8819,154,田中 貢太郎,48002,提灯,新字旧仮名,,川山隆,門田裕志,公開,2009-09-16,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
8820,154,田中 貢太郎,42343,提灯,新字新仮名,,Hiroshi_O,大野裕,公開,2013-05-08,日本怪談全集　Ⅲ,桃源社,1975（昭和50）年8月5日2刷,1970（昭和45）年10月5日
9004,1383,谷崎 潤一郎,59232,猫と庄造と二人のをんな,新字旧仮名,,砂場清隆,悠悠自炊,公開,2019-07-30,谷崎潤一郎全集　第十八巻,中央公論新社,2016（平成28）年5月10日初版,2016（平成28）年5月10日初版
9005,1383,谷崎 潤一郎,59300,猫と庄造と二人のをんな,新字旧仮名,,砂場清隆,悠悠自炊,公開,2020-01-02,猫と庄造と二人のをんな,中公文庫、中央公論新社,2013（平成25）年7月25日初版,2013（平成25）年7月25日初版
9063,146,種田 山頭火,749,草木塔,新字旧仮名,,j.utiyama,浜野智,公開,1998-04-10,現代日本文學大系　95　現代句集,筑摩書房,1973（昭和48）年9月25日初版第1刷,
9064,146,種田 山頭火,48249,草木塔,新字新仮名,,門田裕志,仙酔ゑびす,公開,2008-07-15,山頭火随筆集,講談社文芸文庫、講談社,2007（平成19）年2月5日第9刷,2007（平成19）年2月5日第9刷
9135,214,田山 花袋,48857,黒猫,新字旧仮名,,特定非営利活動法人はるかぜ,hitsuji,公開,2021-06-29,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
9136,214,田山 花袋,48858,黒猫,新字旧仮名,,tatsuki,hitsuji,公開,2021-04-15,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
9254,1416,田山 録弥,48858,黒猫,新字旧仮名,,tatsuki,hitsuji,公開,2021-04-15,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
9255,1416,田山 録弥,48857,黒猫,新字旧仮名,,特定非営利活動法人はるかぜ,hitsuji,公開,2021-06-29,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
9376,1155,チェーホフ アントン,50220,六号室,新字新仮名,瀬沼 夏葉,阿部哲也,米田,公開,2011-03-02,明治文學全集　82　明治女流文學集（二）,筑摩書房,1989（平成元）年2月20日初版第5刷,1984（昭和59）年2月20日初版第4刷
9377,1155,チェーホフ アントン,45667,六号室,旧字旧仮名,瀬沼 夏葉,阿部哲也,岩渕祐子,公開,2006-10-03,明治文學全集　82　明治女流文學集（二）,筑摩書房,1989（平成元）年2月20日初版第5刷,1965（昭和40）年12月10日
9410,1540,知里 真志保,52211,えぞおばけ列伝,新字新仮名,知里 真志保、知里 真志保,門田裕志,川山隆,公開,2012-01-01,アイヌ民譚集,岩波文庫、岩波書店,2009（平成21）年7月9日第10刷発行,1993（平成5）年6月16日第7刷
9411,1540,知里 真志保,52211,えぞおばけ列伝,新字新仮名,知里 真志保、知里 真志保,門田裕志,川山隆,公開,2012-01-01,アイヌ民譚集,岩波文庫、岩波書店,2009（平成21）年7月9日第10刷発行,1993（平成5）年6月16日第7刷
9422,276,知里 幸恵,44909,アイヌ神謡集,新字新仮名,知里 幸恵、知里 幸恵,土屋隆,鈴木厚司,公開,2008-02-22,アイヌ神謡集,岩波文庫、岩波書店,2004（平成16）年2月5日第35刷,2004（平成16）年2月5日第35刷
9423,276,知里 幸恵,44909,アイヌ神謡集,新字新仮名,知里 幸恵、知里 幸恵,土屋隆,鈴木厚司,公開,2008-02-22,アイヌ神謡集,岩波文庫、岩波書店,2004（平成16）年2月5日第35刷,2004（平成16）年2月5日第35刷
9491,1179,土田 耕平,45137,峠,新字旧仮名,,川山隆,noriko saito,公開,2013-12-11,日本児童文学大系　第九巻,ほるぷ出版,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷
9492,1179,土田 耕平,52018,峠,新字新仮名,,林幸雄,sogo,公開,2019-08-12,信州・こども文学館　第5巻　語り残したおくり物　あしたへの橋,郷土出版社,2002（平成14）年7月15日初版,2002（平成14）年7月15日初版
9546,1029,デカルト ルネ,4730,省察 神の存在、及び人間の霊魂と肉体との区別を論証する、第一哲学についての,旧字旧仮名,三木 清,山下裕嗣,Juki,公開,2016-03-31,省察,岩波文庫、岩波書店,1969（昭和44）年第24刷発行,1977（昭和52）年8月20日第33刷発行
9547,1029,デカルト ルネ,43291,省察 神の存在、及び人間の霊魂と肉体との区別を論証する、第一哲学についての,新字新仮名,三木 清,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2006-03-07,省察,岩波文庫、岩波書店,1958（昭和33）年12月20日第13刷,
9559,42,寺田 寅彦,49596,雨の上高地,新字新仮名,,川山隆,門田裕志,公開,2009-07-18,山の旅　大正・昭和篇,岩波文庫、岩波書店,2007（平成19）年8月6日第5刷,2007（平成19）年8月6日第5刷
9560,42,寺田 寅彦,4625,雨の上高地,新字旧仮名,,林幸雄,門田裕志,公開,2003-06-25,現代日本紀行文学全集　中部日本編,ほるぷ出版,1976（昭和51）年8月1日初版,
9679,42,寺田 寅彦,2442,写生紀行,新字新仮名,,（株）モモ,かとうかおり,公開,2003-07-14,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年5月15日第80刷,1997（平成9）年12月15日第81刷
9680,42,寺田 寅彦,4654,写生紀行,旧字旧仮名,,林幸雄,多羅尾伴内,公開,2003-11-28,現代日本紀行文学全集　東日本編,ほるぷ出版,1976（昭和51）年8月1日,1976（昭和51）年8月1日
10098,678,富永 太郎,55493,無題,新字旧仮名,,村松洋一,川山隆,公開,2014-04-28,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10099,678,富永 太郎,55490,無題,新字旧仮名,,村松洋一,川山隆,公開,2014-04-16,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10100,678,富永 太郎,55492,無題,新字旧仮名,,村松洋一,川山隆,公開,2014-04-22,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10101,678,富永 太郎,55491,無題,新字旧仮名,,村松洋一,川山隆,公開,2014-04-19,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10106,678,富永 太郎,55497,四行詩,新字旧仮名,,村松洋一,川山隆,公開,2014-04-28,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10107,678,富永 太郎,55498,四行詩,新字旧仮名,,村松洋一,川山隆,公開,2014-04-24,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
10112,1161,鳥谷部 春汀,48122,明治人物月旦（抄）,新字旧仮名,,Nana ohbe,川山隆,公開,2008-02-21,明治文学全集　92　明治人物論集,筑摩書房,1984（昭和59）年2月20日初版第4刷,1983（昭和58）年10月1日初版第3刷
10113,1161,鳥谷部 春汀,43624,明治人物月旦（抄）,旧字旧仮名,,Nana ohbe,川山隆,公開,2008-02-21,明治文学全集　92　明治人物論集,筑摩書房,1984（昭和59）年2月20日初版第4刷,1983（昭和58）年10月1日初版第3刷
10206,906,豊島 与志雄,42539,故郷,新字新仮名,,tatsuki,門田裕志,公開,2006-06-09,豊島与志雄著作集　第六巻（随筆・評論・他）,未来社,1967（昭和42）年11月10日第1刷,1967（昭和42）年11月10日第1刷
10207,906,豊島 与志雄,42487,故郷,新字新仮名,,tatsuki,門田裕志,公開,2006-01-20,豊島与志雄著作集　第六巻（随筆・評論・他）,未来社,1967（昭和42）年11月10日第1刷,1967（昭和42）年11月10日第1刷
10222,906,豊島 与志雄,42458,椎の木,新字新仮名,,tatsuki,門田裕志,公開,2009-02-01,豊島与志雄著作集　第三巻（小説Ⅲ,未来社,1966（昭和41）年8月10日第1刷,1966（昭和41）年8月10日第1刷
10223,906,豊島 与志雄,45066,椎の木,新字新仮名,,菅野朋子,門田裕志,公開,2012-03-05,日本児童文学大系　第一六巻,ほるぷ出版,1977（昭和52）年11月20日初刷,1977（昭和52）年11月20日初刷
10236,906,豊島 与志雄,42609,ジャン・クリストフ 02 改訳について,新字新仮名,豊島 与志雄,tatsuki,伊藤時也,公開,2008-03-01,ジャン・クリストフ（一）,岩波文庫、岩波書店,1986（昭和61）年6月16日改版第1刷,2004（平成16）年4月5日第25刷
10237,906,豊島 与志雄,42609,ジャン・クリストフ 02 改訳について,新字新仮名,豊島 与志雄,tatsuki,伊藤時也,公開,2008-03-01,ジャン・クリストフ（一）,岩波文庫、岩波書店,1986（昭和61）年6月16日改版第1刷,2004（平成16）年4月5日第25刷
10248,906,豊島 与志雄,42608,ジャン・クリストフ 13 後記,新字新仮名,豊島 与志雄,tatsuki,伊藤時也,公開,2008-03-23,ジャン・クリストフ（四）,岩波文庫、岩波書店,1986（昭和61）年9月16日改版第1刷,1986（昭和61）年9月16日改版第1刷
10249,906,豊島 与志雄,42608,ジャン・クリストフ 13 後記,新字新仮名,豊島 与志雄,tatsuki,伊藤時也,公開,2008-03-23,ジャン・クリストフ（四）,岩波文庫、岩波書店,1986（昭和61）年9月16日改版第1刷,1986（昭和61）年9月16日改版第1刷
10404,906,豊島 与志雄,42536,文学以前,新字新仮名,,tatsuki,門田裕志,公開,2006-06-09,豊島与志雄著作集　第六巻（随筆・評論・他）,未来社,1967（昭和42）年11月10日第1刷,1967（昭和42）年11月10日第1刷
10405,906,豊島 与志雄,42565,文学以前,新字新仮名,,tatsuki,門田裕志,公開,2006-06-27,豊島与志雄著作集　第六巻（随筆・評論・他）,未来社,1967（昭和42）年11月10日第1刷,1967（昭和42）年11月10日第1刷
10478,1044,ド・ラ・ラメー マリー・ルイーズ,4880,フランダースの犬,新字新仮名,菊池 寛,大久保ゆう,門田裕志,公開,2003-12-24,小学生全集26,興文社、文芸春秋社,1929（昭和4）年5月23日,1929（昭和4）年5月23日
10479,1044,ド・ラ・ラメー マリー・ルイーズ,57302,フランダースの犬,新字新仮名,荒木 光二郎,荒木光二郎,,公開,2015-09-20,,,,
10621,1341,永井 荷風,50437,畦道,旧字旧仮名,,Ｈ．ＹＡＭ,米田,公開,2010-10-18,葛飾こよみ,毎日新聞社,1956（昭和31）年8月25日初版,1956（昭和31）年8月25日初版
10622,1341,永井 荷風,51970,畦道,新字旧仮名,,Ｈ．ＹＡＭ,米田,公開,2011-03-10,ふるさと文学館　第一三巻　【千葉】,ぎょうせい,1994（平成6）年11月15日初版,1994（平成6）年11月15日初版
10650,1341,永井 荷風,49642,里の今昔,新字新仮名,,門田裕志,阿部哲也,公開,2010-07-02,荷風随筆集（上）,岩波文庫、岩波書店,2006（平成18）年11月6日第27刷,1993（平成5）年7月5日第13刷
10651,1341,永井 荷風,50280,里の今昔,新字旧仮名,,門田裕志,noriko saito,公開,2010-01-09,日本の名随筆　別巻15　色街,作品社,1997（平成9）年2月20日第4刷,1997（平成9）年2月20日第4刷
10663,1341,永井 荷風,50448,すみだ川,新字旧仮名,,阿部哲也,米田,公開,2014-09-03,明治の文学　第25巻　永井荷風・谷崎潤一郎,筑摩書房,2001（平成13）年11月20日初版第1刷,2001（平成13）年11月20日初版第1刷
10664,1341,永井 荷風,50556,すみだ川,新字新仮名,,門田裕志,阿部哲也,公開,2010-01-03,すみだ川・新橋夜話　他一篇,岩波文庫、岩波書店,2005（平成17）年11月25日第23刷,1992（平成4）年4月6日第8刷
10721,1341,永井 荷風,49670,雪の日,新字新仮名,,門田裕志,阿部哲也,公開,2010-05-09,荷風随筆集（下）〔全2冊〕,岩波文庫、岩波書店,2007（平成19）年7月13日第23刷,1993（平成5）年5月6日第10刷
10722,1341,永井 荷風,50289,雪の日,新字旧仮名,,門田裕志,noriko saito,公開,2010-01-06,日本の名随筆51　雪,作品社,1999（平成11）年2月25日第10刷,1999（平成11）年2月25日第10刷
10813,119,中島 敦,24438,盈虚,新字新仮名,,小林繁雄,多羅尾伴内,公開,2003-07-20,中島敦全集　2,ちくま文庫、筑摩書房,1999（平成11）年10月15日第5刷,2003（平成15）年3月20日第6刷
10814,119,中島 敦,4336,盈虚,旧字旧仮名,,米田進,土屋隆,公開,2008-12-28,中島敦全集第一卷,筑摩書房,1976（昭和51）年3月15日初版第1刷,1976（昭和51）年3月15日初版第1刷
10817,119,中島 敦,46429,環礁 ――ミクロネシヤ巡島記抄――,新字新仮名,,土屋隆,松永正敏,公開,2007-06-01,山月記・李陵　他九篇,岩波文庫、岩波書店,2003（平成15）年4月15日第15刷,
10818,119,中島 敦,24444,環礁 ――ミクロネシヤ巡島記抄――,旧字旧仮名,,門田裕志,多羅尾伴内,公開,2004-11-07,中島敦全集第一卷,筑摩書房,1976（昭和51）年3月15日初版,1993（平成5）年6月20日初版第18刷
10819,119,中島 敦,618,狐憑,旧字旧仮名,,圭,木本敦子,公開,1999-09-03,中島敦全集　第一巻,筑摩書房,,
